sb21,sb26
0.0020852324484382885,0.09263906939388877
0.002074646326928966,0.0932135696158673
0.0020514251559438546,0.09326085378466815
0.002140597404923595,0.09244785024794877
0.002143214610420557,0.09255977824449134
0.0021498951177790844,0.09268674975369005
0.0021205962930862425,0.09230427863437317
0.00222219687170676,0.09161064044538926
0.0022164997927160753,0.09218425885727714
0.002236719728994885,0.09153972460239204
0.00223746468322544,0.09127491001086838
0.0022411664932608455,0.09103598200573995
0.002269486613419971,0.08993353613195176
0.002196161534200476,0.08974260541501326
0.0022072195522711527,0.08957174998998783
0.0022365945702590077,0.08891300785379631
0.002252132780671587,0.08792163215497745
0.0022693196461194775,0.08768930841037138
0.0022672382235990403,0.087593810608929
0.0022242065716101544,0.0861638007104157
0.0022460369275193516,0.08611038066170035
0.001833970791416535,0.08510640811053494
0.002211110530111529,0.0842139053060594
0.0018017475110984741,0.08411359727793188
0.00224191201105303,0.08279470738963135
0.0021890883894778246,0.08234023703775714
0.0017846604507525993,0.08144089193170602
0.0022240613691873272,0.08018189892423697
0.002174881471415648,0.07976677344830754
0.0021840904974289132,0.07891927343577998
0.0021370904719554885,0.07810101362479496
0.002147074613402586,0.07770165673733695
0.002101849562178248,0.07611605265111986
0.0021122572999549634,0.0753301404746627
0.0021346026095863256,0.07496855829880578
0.0020789900704013733,0.07343102735575116
0.0020892091288083696,0.07305744938463866
0.0016405701558247895,0.0727041088936457
0.0020396138784536566,0.07122757055112809
0.0019980683031018747,0.07124259838890475
0.001612200996281936,0.06978688405224527
0.002012066940499652,0.06909443289481848
0.0015721658078407146,0.06838742941479331
0.0019628679888206973,0.06699290009870633
0.0015323355448875415,0.06665872942938927
0.0019038833852851153,0.06598313398874042
0.0019072791327767714,0.06462373872343061
0.0018558290252237652,0.06396684442574752
0.001857887898026788,0.06364360810978197
0.0017922723449885398,0.06266215713036828
0.0014465099822035966,0.06168602301972753
0.0018003853480501287,0.061041909592822144
0.0017350840988266509,0.06008397161742742
0.0017351765850334158,0.059147115745160586
0.0014073439011664886,0.05883854928191564
0.0013479661434245766,0.058222575452112894
0.0013525119045632195,0.057288623734311664
0.0016660596864988397,0.0566738914862993
0.0016560891655540318,0.056072382582109254
0.0016004266053740162,0.055161239300017734
0.0015901674558235974,0.054560646006608746
0.0015795627710619806,0.05397285402234247
0.0015772025866994282,0.053083973163539064
0.0015137652240904758,0.05249720098612928
0.0015026336163899063,0.051922690284881
0.0014912187956910275,0.05105578860426525
0.0012154998387302089,0.05048275978780507
0.001157753056761903,0.04992134005050613
0.0011507054140779396,0.049356685057033854
0.001388891243933899,0.049028955974456154
0.0013850504884333867,0.04819086016653234
0.0013734397936872268,0.04764304435518961
0.0013616371432032517,0.0470922639715162
0.0012998217332578126,0.04604046104077966
0.001062383879212467,0.0455040327003134
0.0010548562211647793,0.045184986498055975
0.001258998678050519,0.044389181454138484
0.0012469859973384429,0.04386349664085282
0.0012348858222343017,0.04334208312090971
0.0012300218682006984,0.042824993286084606
0.0011702760901998272,0.04250365636481953
0.0009580723066158089,0.041992195567095734
0.0011348060962383805,0.041485225876462806
0.001122944184057661,0.0409827917739959
0.001111081472262989,0.04048493461663742
0.001060745288728061,0.04016209215123674
0.0010492485099139557,0.03967049518810517
0.001026651670331146,0.039183604204296334
0.0010153211317814911,0.038701445990342
0.0010040428248531354,0.0386367775570234
0.0009494977686063963,0.03816520010135844
0.0009451388041741254,0.03783343311481444
0.0009343771885228017,0.03736242404332429
0.0009236960945157162,0.03689629133312636
0.0010491859044844756,0.036435030770309955
0.0009943523070829125,0.035978632139468565
0.0009806515712714365,0.03591270349916583
0.0009735515242795776,0.03508694430665573
0.0009604853265379143,0.034645375780359186
0.000947560637175532,0.03420855782073117
0.0009347774120460388,0.03355053048809017
0.0008831899279299436,0.03323283271845609
0.0008706288528042685,0.03281462278606923
0.0008642685496836408,0.03239524602599012
0.0008523047392208681,0.031980353962831345
0.0008404648487136682,0.03180932927256562
0.0008287429919184297,0.03140132592881628
0.000780194713241743,0.03099755701982826
0.0007686367414436167,0.030603843506916216
0.000665839689396054,0.0302085547462983
0.0007632343010252206,0.030134443214743102
0.0007521387935403603,0.029742542130337658
0.0007411036129226632,0.029354314760813065
0.0007301161198165352,0.029197161204063127
0.0006952392407028002,0.028819765436929167
0.000684190738047335,0.02844020730040853
0.0006731564391975091,0.028286162788197476
0.0006786241440424703,0.027910811810637377
0.0006677072670424101,0.027828999765249413
0.0006673821377787634,0.027385525622953186
0.0006562589105244652,0.027301060637406276
0.0006555190039693095,0.02715163585297465
0.000644113557465707,0.026780763617706187
0.000642882854759483,0.026821495290138858
0.0006752582740357701,0.026726692872941663
0.0005966912551162915,0.026565826012882567
0.0005946441742745078,0.02640290350427567
0.0006610883979222394,0.026298771203699896
0.0006579761950010547,0.026130777096453423
0.0006544190317726187,0.02596006905929148
0.0005782861285942703,0.02597617105956316
0.0005742800378475124,0.025798047231089093
0.0005697751537976271,0.02561650773629525
0.000635240914315086,0.025431312405700925
0.000629079712585543,0.02542860981442057
0.0006477747117394055,0.02549223682920311
0.0006401962813366157,0.025291379796833605
0.0006319656465838962,0.02526996966352594
0.0006341167500163599,0.025312736714976976
0.0006244201714439619,0.025038217475886762
0.0006139878930743782,0.025248843636456925
0.0006430757516418462,0.025208145165892964
0.0006257901216049426,0.025148651706979212
0.0006234478183302775,0.025095641792934567
0.0006094730413054154,0.025090923428202714
0.0006289543249655183,0.025194157961021205
0.000623497039950263,0.025291659428857853
0.0006455368444569532,0.025258024422308244
0.0006928552237630258,0.025329654993819173
0.0006846055775817193,0.02521836667498297
0.0006981976399962331,0.025267018091482036
0.0007153517469756602,0.02530831930409115
0.0006981129549958781,0.02533313088722257
0.0006448433115964508,0.025421643642973998
0.0006573593827161867,0.02542582629416559
0.0006357107884442774,0.025351553957460523
0.0007150046005005628,0.025575381208107165
0.0006532469010852091,0.025535112744590867
0.0007357329622960035,0.025669274775877337
0.0006692698795504714,0.02585773606367992
0.0007452077962516785,0.025711129087690732
0.0007530565873164103,0.025801279160572684
0.0006742248814345618,0.025938710066584613
0.0006774618561434639,0.026168959314279535
0.0006790143641975003,0.026214185523656956
0.0007777566424515947,0.02624398268676765
0.0007762857148643213,0.02642625905044987
0.0006949286416387829,0.026419986270236
0.0007158317407756636,0.026570100243729713
0.0007038340830904039,0.026531689616295245
0.0008084474269007458,0.026834600976387138
0.0007935334354861295,0.02676391125092018
0.0007240268791128216,0.026843663665449442
0.0008213801154407769,0.027092222736366075
0.0007504674339932949,0.02697687678634678
0.0008463187609155752,0.027192174603218884
0.0008591586960603974,0.027124877819522226
0.0007740473380508928,0.027387213363113994
0.0008672614474386669,0.027552547200827626
0.0008694252080944644,0.027427548052144604
0.0008743621533564544,0.0275584333653105
0.0007773126731750457,0.02783863232949277
0.0008031382398259057,0.027936186769901724
0.0007963600600545339,0.02801330564665581
0.0008185929389591176,0.028244470727062602
0.0009123591448312604,0.028288677319096376
0.0009270218191564146,0.028483049622891488
0.0009447184259474628,0.02849895325839111
0.0008319695780472573,0.028661120697606592
0.0008402019156935161,0.028545744156783643
0.0009564507212490312,0.028674988309953568
0.0008612860256651268,0.029073429149129824
0.0008640479333312496,0.0290748654948023
0.000875169530592342,0.029157559624167655
0.0008742787907615885,0.029125060418662793
0.0008818267651878043,0.02946633832882415
0.0009044894960825671,0.029396723568598817
0.0009038013263101512,0.02971097944502598
0.0008956462812196801,0.029613884467703175
0.000918943163466672,0.029495488601653918
0.0009177303806596219,0.029939093392351613
0.0009272302230459878,0.03008916681987113
0.0009224925163386577,0.029928337481284133
0.0009393590893970937,0.03022216905552205
0.0009547138891604712,0.030025422786455515
0.0009339382788485859,0.030401899043396324
0.0009460238223748384,0.030350504224976902
0.000956592693848315,0.030420401930180398
0.0009656436862322959,0.03064922571867417
0.0009731748917645678,0.03055494847156908
0.0008507353583960489,0.030758396294129586
0.0008543704837320442,0.030766046110322517
0.0008565382601062145,0.030945426712899265
0.0008523985360170262,0.03091082477800819
0.0010018591491717732,0.031065918315685077
0.0010003233638630476,0.031209524613884147
0.0009972382821208695,0.03133721220507075
0.0009879249781962031,0.031320969365131054
0.0010128095935638454,0.03142487830200441
0.00100020029690283,0.03152297248905559
0.0010230727821145254,0.03160963787785006
0.0010126128392310594,0.03187074009895567
0.0010280139534838953,0.03193103963697692
0.0010095987205019294,0.031655187957028305
0.0010276125036615942,0.03188609022048119
0.0009070627737184931,0.031801226756576886
0.0008842103713127579,0.03201466046666738
0.0008991852764842746,0.03202115314724694
0.0009079165389649084,0.03221652512952606
0.0008812338023530961,0.03240978051502399
0.0007669620312450497,0.032385917478940644
0.0007783870632616075,0.032556263430066915
0.0007835099919950815,0.03271899819120617
0.0007877334222550041,0.03266494645496358
0.0007910618520699562,0.032810228758336495
0.0007934998858771013,0.03260260462446871
0.0007582343506631326,0.032731773098143166
0.0007584260244689229,0.03285358408878193
0.0007577810896372335,0.03296808280125118
0.0007563043264602267,0.032854482355317516
0.000792507009181879,0.032952206035805814
0.0007897096893974051,0.03304276753181812
0.0007860601808302095,0.03312621929766037
0.000781565286097368,0.033202616801598014
0.0007762322847051937,0.03327201894713505
0.0007700689868310729,0.03333448851897243
0.0007630837902459541,0.033884576040815795
0.0007489031980247276,0.03358007725981597
0.0007406234584437074,0.03362015156317785
0.0007744559011127181,0.03366017239767034
0.0007647374114814509,0.03369377275807588
0.0007542578549433452,0.03336208091612883
0.0007430306507123977,0.03338238165156471
0.0007243829994909203,0.03339009206769867
0.0007579315224252107,0.033398888399833564
0.0007450488607234996,0.033401895603537034
0.0007314922619481814,0.03303954773136788
0.0007172815836330138,0.0330308086884593
0.000744020032539779,0.03301030743312428
0.0006522329643846255,0.03299177374931466
0.0006394961474018241,0.03296833444137732
0.0006262931776208008,0.03294019661294747
0.000737178880590726,0.03290074951642535
0.000720834911792371,0.032504132458645536
0.0007040468348395067,0.032403783319094305
0.0006868505356022087,0.03264874683912608
0.0006692844706758315,0.03259982458645737
0.0006980498126833874,0.032555905971115004
0.0006804765460962583,0.032509405639677635
0.0006626747843995264,0.03246068802682724
0.0006446947942374917,0.03240222448931143
0.0006180843746983455,0.032350893165901805
0.0006004748078252714,0.0326081460495271
0.0005828426439953168,0.032558463060409874
0.0005347575840249744,0.0324804177700276
0.0005792828422467902,0.032426733338063264
0.0006036187338803277,0.032383302851331286
0.000577728602053402,0.03234169294630059
0.0005618104732371228,0.03230254231178484
